Annotation Cluster 1	Enrichment Score: 3.701731624646109
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0005615~extracellular space	35	24.137931034482758	5.987439714263005E-10	33963_AT, 33530_AT, 33684_AT, 33284_AT, 31525_S_AT, 35915_AT, 35367_AT, 37061_AT, 679_AT, 35090_G_AT, 34012_AT, 35091_AT, 34618_AT, 31506_S_AT, 33979_AT, 38604_AT, 37454_AT, 31793_AT, 38691_S_AT, 1403_S_AT, 33516_AT, 32250_AT, 37905_R_AT, 34623_AT, 37172_AT, 1645_AT, 1786_AT, 34546_AT, 31512_AT, 37096_AT, 36703_AT, 1890_AT, 37898_R_AT, 31687_F_AT, 2090_I_AT, 1372_AT, 37105_AT, 36436_AT	134	1444	18224	3.296398891966759	2.0776412679168743E-7	2.0776412679168743E-7	8.178414501180953E-7
GOTERM_CC_ALL	GO:0044421~extracellular region part	52	35.86206896551724	5.1035916388396655E-6	38646_S_AT, 31621_S_AT, 33284_AT, 35915_AT, 39908_AT, 35090_G_AT, 35956_S_AT, 36234_AT, 1575_AT, 33979_AT, 37454_AT, 1403_S_AT, 33516_AT, 1112_G_AT, 32250_AT, 37905_R_AT, 37172_AT, 1645_AT, 36766_AT, 1786_AT, 34546_AT, 31512_AT, 37096_AT, 1890_AT, 37898_R_AT, 1372_AT, 37105_AT, 36436_AT, 33963_AT, 33530_AT, 33684_AT, 31525_S_AT, 35367_AT, 37061_AT, 679_AT, 34012_AT, 34618_AT, 35091_AT, 1391_S_AT, 31506_S_AT, 38604_AT, 32680_AT, 38691_S_AT, 31793_AT, 32084_AT, 35169_AT, 36378_AT, 34623_AT, 36703_AT, 36328_AT, 32413_AT, 31687_F_AT, 38508_S_AT, 2090_I_AT, 37166_AT	134	3878	18224	1.8236204228984014	0.0017693836096780435	8.850834912322858E-4	0.006970916399851035
GOTERM_CC_ALL	GO:0005576~extracellular region	56	38.62068965517241	3.792094247952066E-5	38646_S_AT, 31621_S_AT, 33284_AT, 35915_AT, 1855_AT, 39908_AT, 35090_G_AT, 35956_S_AT, 36234_AT, 1575_AT, 33979_AT, 40350_AT, 37454_AT, 1403_S_AT, 33516_AT, 1112_G_AT, 32250_AT, 37905_R_AT, 37172_AT, 1645_AT, 36766_AT, 1786_AT, 34546_AT, 31512_AT, 37096_AT, 1890_AT, 37898_R_AT, 34703_F_AT, 1372_AT, 37105_AT, 36436_AT, 33963_AT, 33530_AT, 33684_AT, 31525_S_AT, 35367_AT, 37061_AT, 679_AT, 34012_AT, 34618_AT, 35091_AT, 1391_S_AT, 31506_S_AT, 38604_AT, 32680_AT, 31793_AT, 38691_S_AT, 32084_AT, 1331_S_AT, 35169_AT, 36378_AT, 34623_AT, 36703_AT, 36328_AT, 32413_AT, 31687_F_AT, 38508_S_AT, 2090_I_AT, 37166_AT	134	4623	18224	1.6474150984209388	0.013072617818280508	0.0043766665374177505	0.05178486758005141
GOTERM_CC_ALL	GO:0031988~membrane-bounded vesicle	42	28.965517241379313	0.0016275556768496797	33963_AT, 38646_S_AT, 33530_AT, 33284_AT, 31525_S_AT, 35915_AT, 35367_AT, 39908_AT, 679_AT, 33685_AT, 35956_S_AT, 34012_AT, 36234_AT, 1391_S_AT, 1575_AT, 606_AT, 31506_S_AT, 33979_AT, 38236_AT, 32680_AT, 31793_AT, 38691_S_AT, 35595_AT, 32084_AT, 1112_G_AT, 32250_AT, 36378_AT, 34623_AT, 36766_AT, 37172_AT, 34546_AT, 33371_S_AT, 31512_AT, 37096_AT, 36328_AT, 32413_AT, 1890_AT, 37898_R_AT, 31687_F_AT, 38508_S_AT, 32279_AT, 2090_I_AT, 37105_AT, 37166_AT	134	3611	18224	1.5818332871780671	0.43176596393712363	0.060871005075521234	2.200366735903625
GOTERM_CC_ALL	GO:0031982~vesicle	43	29.655172413793103	0.001870090741674193	33963_AT, 38646_S_AT, 33530_AT, 33284_AT, 31525_S_AT, 35915_AT, 35367_AT, 39908_AT, 679_AT, 33685_AT, 35956_S_AT, 36234_AT, 34012_AT, 1391_S_AT, 1575_AT, 606_AT, 31506_S_AT, 33979_AT, 38236_AT, 32680_AT, 31793_AT, 38691_S_AT, 35595_AT, 32084_AT, 1112_G_AT, 32250_AT, 36378_AT, 1901_S_AT, 34623_AT, 36766_AT, 37172_AT, 34546_AT, 33371_S_AT, 31512_AT, 37096_AT, 36328_AT, 32413_AT, 1890_AT, 37898_R_AT, 31687_F_AT, 38508_S_AT, 32279_AT, 2090_I_AT, 37105_AT, 37166_AT	134	3754	18224	1.5578050079914756	0.47770829008579807	0.06288840119887462	2.5243924539952056
GOTERM_CC_ALL	GO:0016023~cytoplasmic, membrane-bounded vesicle	18	12.413793103448276	0.005616824106449475	33963_AT, 38236_AT, 35595_AT, 31793_AT, 38691_S_AT, 33284_AT, 31525_S_AT, 34623_AT, 34546_AT, 33371_S_AT, 33685_AT, 37096_AT, 679_AT, 606_AT, 37898_R_AT, 31687_F_AT, 2090_I_AT, 32279_AT, 31506_S_AT, 37105_AT	134	1183	18224	2.069315300084531	0.858369291023299	0.1395920438629471	7.405281486330006
GOTERM_CC_ALL	GO:0070062~extracellular exosome	33	22.758620689655174	0.0059377552662122505	33963_AT, 38646_S_AT, 33530_AT, 33284_AT, 31525_S_AT, 35915_AT, 35367_AT, 39908_AT, 679_AT, 35956_S_AT, 34012_AT, 36234_AT, 1391_S_AT, 1575_AT, 31506_S_AT, 33979_AT, 32680_AT, 31793_AT, 32084_AT, 1112_G_AT, 32250_AT, 36378_AT, 37172_AT, 36766_AT, 31512_AT, 37096_AT, 36328_AT, 32413_AT, 1890_AT, 37898_R_AT, 31687_F_AT, 38508_S_AT, 2090_I_AT, 37105_AT, 37166_AT	134	2811	18224	1.5965848452508005	0.8733771731782435	0.11446325145467118	7.812648000233224
GOTERM_CC_ALL	GO:1903561~extracellular vesicle	33	22.758620689655174	0.006394566891636431	33963_AT, 38646_S_AT, 33530_AT, 33284_AT, 31525_S_AT, 35915_AT, 35367_AT, 39908_AT, 679_AT, 35956_S_AT, 34012_AT, 36234_AT, 1391_S_AT, 1575_AT, 31506_S_AT, 33979_AT, 32680_AT, 31793_AT, 32084_AT, 1112_G_AT, 32250_AT, 36378_AT, 37172_AT, 36766_AT, 31512_AT, 37096_AT, 36328_AT, 32413_AT, 1890_AT, 37898_R_AT, 31687_F_AT, 38508_S_AT, 2090_I_AT, 37105_AT, 37166_AT	134	2825	18224	1.5886725663716814	0.8920448699443256	0.11055711038596883	8.389627085759699
GOTERM_CC_ALL	GO:0043230~extracellular organelle	33	22.758620689655174	0.006428303870948232	33963_AT, 38646_S_AT, 33530_AT, 33284_AT, 31525_S_AT, 35915_AT, 35367_AT, 39908_AT, 679_AT, 35956_S_AT, 34012_AT, 36234_AT, 1391_S_AT, 1575_AT, 31506_S_AT, 33979_AT, 32680_AT, 31793_AT, 32084_AT, 1112_G_AT, 32250_AT, 36378_AT, 37172_AT, 36766_AT, 31512_AT, 37096_AT, 36328_AT, 32413_AT, 1890_AT, 37898_R_AT, 31687_F_AT, 38508_S_AT, 2090_I_AT, 37105_AT, 37166_AT	134	2826	18224	1.5881104033970277	0.8933093628411543	0.10108153727249314	8.432105817283874

